2024-04-27 16:24:50,844: 'w'
2024-04-27 16:24:51,068: 'w'
2024-04-27 16:24:51,271: 'w'
2024-04-27 16:24:51,446: 'w'
2024-04-27 16:24:51,618: 'w'
2024-04-27 16:24:51,791: 'w'
2024-04-27 16:24:51,989: 'w'
2024-04-27 16:24:52,145: 'w'
2024-04-27 16:24:52,347: 'w'
2024-04-27 16:24:52,597: 'w'
2024-04-27 16:25:08,221: 'm'
2024-04-27 16:25:08,369: 'm'
2024-04-27 16:25:08,522: 'm'
2024-04-27 16:25:08,676: 'm'
2024-04-27 16:25:08,836: 'm'
2024-04-27 16:25:08,998: 'm'
2024-04-27 16:25:09,148: 'm'
2024-04-27 16:25:09,306: 'm'
2024-04-27 16:25:09,476: 'm'
2024-04-27 16:25:09,635: 'm'
2024-04-27 16:25:09,810: 'm'
2024-04-27 16:25:09,976: 'm'
2024-04-27 16:25:10,137: 'm'
2024-04-27 16:25:10,304: 'm'
2024-04-27 16:25:10,481: 'm'
2024-04-27 16:25:10,650: 'm'
2024-04-27 16:25:10,815: 'm'
2024-04-27 16:25:10,985: 'm'
2024-04-27 16:25:13,762: 'm'
2024-04-27 16:25:14,274: 'm'
2024-04-27 16:25:14,306: 'm'
2024-04-27 16:25:14,338: 'm'
2024-04-27 16:25:14,370: 'm'
2024-04-27 16:25:14,402: 'm'
2024-04-27 16:25:14,434: 'm'
2024-04-27 16:25:14,465: 'm'
2024-04-27 16:25:14,497: 'm'
2024-04-27 16:25:14,529: 'm'
2024-04-27 16:25:14,574: 'm'
2024-04-27 16:25:14,605: 'm'
2024-04-27 16:25:14,637: 'm'
2024-04-27 16:25:14,669: 'm'
2024-04-27 16:25:14,701: 'm'
2024-04-27 16:25:14,733: 'm'
2024-04-27 16:25:14,765: 'm'
2024-04-27 16:25:14,797: 'm'
2024-04-27 16:25:14,829: 'm'
2024-04-27 16:25:14,860: 'm'
2024-04-27 16:25:14,892: 'm'
2024-04-27 16:25:14,924: 'm'
2024-04-27 16:25:14,956: 'm'
2024-04-27 16:25:15,003: 'm'
2024-04-27 16:25:15,035: 'm'
2024-04-27 16:25:15,065: 'm'
2024-04-27 16:25:15,097: 'm'
2024-04-27 16:25:15,129: 'm'
2024-04-27 16:25:15,160: 'm'
2024-04-27 16:25:15,192: 'm'
2024-04-27 16:25:15,223: 'm'
2024-04-27 16:25:15,255: 'm'
2024-04-27 16:25:15,287: 'm'
2024-04-27 16:25:15,319: 'm'
2024-04-27 16:25:15,366: 'm'
2024-04-27 16:25:15,397: 'm'
2024-04-27 16:25:15,429: 'm'
2024-04-27 16:25:15,461: 'm'
2024-04-27 16:25:15,492: 'm'
2024-04-27 16:25:15,524: 'm'
2024-04-27 16:25:15,555: 'm'
2024-04-27 16:25:15,587: 'm'
2024-04-27 16:25:15,619: 'm'
2024-04-27 16:25:15,650: 'm'
2024-04-27 16:25:15,681: 'm'
2024-04-27 16:25:15,729: 'm'
2024-04-27 16:25:15,760: 'm'
2024-04-27 16:25:15,791: 'm'
2024-04-27 16:25:15,823: 'm'
2024-04-27 16:25:15,854: 'm'
2024-04-27 16:25:15,885: 'm'
2024-04-27 16:25:15,916: 'm'
2024-04-27 16:25:15,948: 'm'
2024-04-27 16:25:15,979: 'm'
2024-04-27 16:25:16,026: 'm'
2024-04-27 16:25:16,058: 'm'
2024-04-27 16:25:16,090: 'm'
2024-04-27 16:25:16,121: 'm'
2024-04-27 16:25:16,153: 'm'
2024-04-27 16:25:16,185: 'm'
2024-04-27 16:25:16,217: 'm'
2024-04-27 16:25:16,249: 'm'
2024-04-27 16:25:16,281: 'm'
2024-04-27 16:25:16,313: 'm'
2024-04-27 16:25:16,344: 'm'
2024-04-27 16:25:16,376: 'm'
2024-04-27 16:25:16,408: 'm'
2024-04-27 16:25:16,440: 'm'
2024-04-27 16:25:16,488: 'm'
2024-04-27 16:25:16,519: 'm'
2024-04-27 16:25:16,550: 'm'
2024-04-27 16:25:16,582: 'm'
2024-04-27 16:25:16,614: 'm'
2024-04-27 16:25:16,645: 'm'
2024-04-27 16:25:18,621: 'm'
2024-04-27 16:25:19,126: 'm'
2024-04-27 16:25:19,158: 'm'
